company_id;company_name;date_first_certified;date_certified;current_status;industry;industry_category;country;state;city;sector;size;website;assessment_year;overall_score;impact_area_community;impact_area_customers;impact_area_environment;impact_area_governance;impact_area_workers;certification_cycle
001C000001eXvFpIAK;5T Sports Group;29/08/18;28/03/22;certified;Management and Financial Consulting;Business Products & Services;Canada;British Columbia;West Vancouver;Service with Minor Environmental Footprint;0;www.5tsports.com;2021;94.1;50.7;22.4;11.1;9.7;;1.0
001C000001eXvFpIAK;5T Sports Group;29/08/18;29/08/18;certified;Management and Financial Consulting;Business Products & Services;Canada;British Columbia;West Vancouver;Service with Minor Environmental Footprint;0;www.5tsports.com;2018;89.9;44.5;24.9;11.9;8.5;;2.0
001C000001chrY4IAI;kubo financiero;18/06/18;22/03/22;certified;Other;Financial Services;Mexico;Mexico City;Álvaro Obregón;Service with Minor Environmental Footprint;50-249;www.kubofinanciero.com;2020;115.8;15.2;50.0;4.3;21.0;25.1;1.0
001C000001chrY4IAI;kubo financiero;18/06/18;18/06/18;certified;Other;Financial Services;Mexico;Mexico City;Álvaro Obregón;Service with Minor Environmental Footprint;50-249;www.kubofinanciero.com;2017;99.2;19.2;49.0;3.7;12.8;14.3;2.0
001C000001F7kFgIAJ;Lineage Botanica;05/06/19;05/06/19;certified;Food & Beverage;Consumer Products & Services;United States;California;Ojai;Manufacturing;0;lineagebotanica.com;2018;89.9;48.5;;30.3;10.9;;1.0
001C000001cjFOcIAM;Howdy Creative;06/10/20;06/10/20;certified;Management and Financial Consulting;Business Products & Services;Taiwan;Taiwan;Taichung;Service with Minor Environmental Footprint;01-Sep;howdy-creative.co;2019;85.4;23.1;17.8;10.3;6.6;27.4;1.0
001C000001cjWjBIAU;MiHaven;01/11/17;01/11/17;certified;Contractors & Builders;Building;Australia;Queensland;Parramatta Park;Service with Significant Environmental Footprint;Oct-49;www.mihaven.com.au;2017;105.7;27.1;8.5;31.4;12.3;26.4;1.0
001C000001cjciXIAQ;SKT Education Group;21/02/18;21/02/22;certified;Education & Training Services;Education & Training Services;China;Guangdong;Guangdong;Service with Minor Environmental Footprint;50-249;www.sktedu.com/#/about;2019;82.7;19.9;18.7;5.8;10.1;28.0;1.0
001C000001cjciXIAQ;SKT Education Group;21/02/18;21/02/18;certified;Education & Training Services;Education & Training Services;China;Guangdong;Guangdong;Service with Minor Environmental Footprint;Oct-49;www.sktedu.com/#/about;2017;82.2;24.2;14.7;4.6;13.1;25.6;2.0
001C000001ckW6WIAU;Carla Fernández | Comercializadora de Diseño Flora SAPI de CV;27/02/18;17/06/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Mexico;Ciudad de México;Ciudad de Mexico;Wholesale/Retail;Oct-49;www.carlafernandez.com;2021;82.3;25.7;12.9;7.1;15.7;20.6;1.0
001C000001ckW6WIAU;Carla Fernández | Comercializadora de Diseño Flora SAPI de CV;27/02/18;27/02/18;certified;Apparel, Footwear & Accessories;Consumer Products & Services;Mexico;Ciudad de México;Ciudad de Mexico;Wholesale/Retail;Oct-49;www.carlafernandez.com;2017;81.9;31.9;6.6;4.5;14.9;24.0;2.0
0013b00001vPwbYAAS;Danone sp. z o.o.;20/01/22;20/01/22;certified;Food & Beverage;Consumer Products & Services;Poland;Masovian Voivodeship;Warsaw;Manufacturing;1000;danone.pl;2021;90.0;18.2;3.8;22.8;17.7;27.3;1.0
001C000001ddfUnIAI;NoFilter;13/01/22;13/01/22;certified;Food & Beverage;Consumer Products & Services;France;Paris;Paris;Agriculture/Growers;01-Sep;www.nofilter.eco;2021;88.9;23.1;3.8;22.1;15.3;24.4;1.0
001C000001ddh6PIAQ;Pulse Brands;23/08/19;23/08/19;certified;Management and Financial Consulting;Business Products & Services;United Kingdom;London;London;Service with Minor Environmental Footprint;01-Sep;www.pulsebrands.com;2019;83.2;18.6;3.4;8.4;18.3;34.2;1.0
001C000001ddr9fIAA;Rentcars;13/12/18;13/12/18;certified;IT Software & Services/Web Design;Business Products & Services;Brazil;Paraná;Curitiba;Service with Minor Environmental Footprint;50-249;www.rentcars.com;2018;82.4;26.4;;7.5;17.8;30.5;1.0
001C000001fGV9FIAW;Avid4 Adventure;28/02/20;28/02/20;certified;Travel & Leisure;Education & Training Services;United States;Colorado;Louisville;Service with Significant Environmental Footprint;50-249;www.avid4.com;2019;85.4;22.3;9.2;15.0;14.4;24.2;1.0
001C000001de8UuIAI;FundApps;19/12/18;19/12/18;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;City of London;London;Service with Minor Environmental Footprint;Oct-49;www.fundapps.co;2018;83.8;24.2;;8.7;14.6;36.1;1.0
001C000001deKhbIAE;NATURE'S LEGACY;30/12/19;30/12/19;certified;Machinery & Equipment;Business Products & Services;Philippines;Cebu;Mandaue;Manufacturing;50-249;www.natureslegacy.com;2017;80.9;22.3;;31.2;8.9;18.5;1.0
001C000001degx8IAA;Openly;05/02/19;05/02/19;certified;Nonprofit Consulting & Fundraising;Business Products & Services;Canada;Ontario;Guelph;Service with Minor Environmental Footprint;01-Sep;changeopenly.com;2018;128.7;43.0;40.4;9.3;11.7;24.1;1.0
001C000001dero7IAA;ARK Impact Asset Management Inc.;06/11/19;06/11/19;certified;Office Products & Printing;Business Products & Services;South Korea;Seoul;Seoul;Service with Minor Environmental Footprint;01-Sep;www.arkimpact.co.kr;2018;82.1;24.4;18.0;3.4;13.6;22.5;1.0
001C000001eF4qWIAS;Impact Growth Partners;08/11/19;08/11/19;certified;Management and Financial Consulting;Business Products & Services;United States;Connecticut;Westport;Service with Minor Environmental Footprint;0;impactgrowthpartners.com;2019;87.8;36.9;30.6;6.0;14.1;;1.0
001C000001eW6EtIAK;DHM Research;23/10/18;23/10/18;certified;Marketing & Communications Services;Business Products & Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;01-Sep;dhmresearch.com;2018;87.7;27.6;12.3;7.3;11.1;29.2;1.0
001C000001fiVLUIA2;Get Funky DBA Roadhouse Brewing Company;29/06/18;29/06/18;certified;Food & Beverage;Consumer Products & Services;United States;Wyoming;JACKSON HOLE;Manufacturing;Oct-49;roadhousebrewery.com/index.php;2018;85.4;16.7;0.0;45.8;7.0;15.8;1.0
001C000001GCFs9IAH;Light Trail Consulting;03/09/15;28/05/21;certified;Management and Financial Consulting;Business Products & Services;Canada;British Columbia;Squamish;Service with Minor Environmental Footprint;01-Sep;www.lighttrail.ca;2020;95.1;34.0;7.8;12.7;15.5;24.9;1.0
001C000001GCFs9IAH;Light Trail Consulting;03/09/15;31/01/18;certified;Management and Financial Consulting;Business Products & Services;Canada;British Columbia;Squamish;Service with Minor Environmental Footprint;0;www.lighttrail.ca;2017;81.1;33.4;20.0;17.6;10.1;;2.0
001C000001GCFs9IAH;Light Trail Consulting;03/09/15;03/09/15;certified;Management and Financial Consulting;Business Products & Services;Canada;British Columbia;Squamish;Service with Minor Environmental Footprint;0;www.lighttrail.ca;2015;86.3;42.8;25.0;12.0;6.6;0.0;3.0
0013b00001qFXZoAAO;The Imagination Factory;30/10/20;30/10/20;certified;Research & Design;Business Products & Services;United Kingdom;London;Chiswick;Service with Minor Environmental Footprint;01-Sep;www.imaginationfactory.co.uk;2020;80.9;15.1;4.3;10.8;17.9;32.7;1.0
001C000001gdDZPIA2;Jasberry Co., Ltd.;08/05/18;08/05/18;certified;Agricultural Services;Agriculture;Thailand;Bangkok;Bangkok;Agriculture/Growers;01-Sep;www.jasberry.net;2018;81.7;50.5;0.0;10.1;9.6;11.5;1.0
001C000001Q63yFIAR;OrgBetter Consulting Corporation;19/04/16;13/06/18;certified;Education & Training Services;Education & Training Services;Taiwan;Hsinchu County;Zhubei City;Service with Minor Environmental Footprint;01-Sep;www.orgbetter.com;2018;117.3;57.2;17.7;8.9;12.0;21.3;1.0
001C000001Q63yFIAR;OrgBetter Consulting Corporation;19/04/16;19/04/16;certified;Education & Training Services;Education & Training Services;Taiwan;Hsinchu County;Zhubei City;Service with Minor Environmental Footprint;01-Sep;www.orgbetter.com;2016;81.4;26.7;15.8;7.7;11.7;19.5;2.0
001C000001eWnTHIA0;Riz Boardshorts Ltd;18/05/18;11/10/21;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United Kingdom;London;London;Wholesale/Retail;0;www.rizboardshorts.com;2021;93.9;51.4;3.6;25.0;13.7;;1.0
001C000001eWnTHIA0;Riz Boardshorts Ltd;18/05/18;18/05/18;certified;Apparel, Footwear & Accessories;Consumer Products & Services;United Kingdom;London;London;Wholesale/Retail;0;www.rizboardshorts.com;2017;104.4;70.4;0.0;21.8;12.2;;2.0
001C000001eWxrCIAS;Norlha;22/05/19;22/05/19;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;China;Gansu;Gannan Tibetan Autonomous Prefecture;Manufacturing;50-249;www.norlha.com;2018;125.2;87.5;;14.6;8.0;14.9;1.0
0013b00001p2ANDAA2;Social Bank;05/03/21;05/03/21;certified;Other;Financial Services;Brazil;Minas Gerais;Uberlândia;Service with Minor Environmental Footprint;50-249;www.socialbank.com.br;2019;87.6;20.2;13.3;7.1;18.0;28.8;1.0
001C000001GEZKfIAP;Brink Communications;24/01/17;25/03/20;certified;Marketing & Communications Services;Business Products & Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;Oct-49;www.brinkcomm.com;2019;100.7;29.5;23.6;6.3;13.5;27.6;1.0
001C000001GEZKfIAP;Brink Communications;24/01/17;24/01/17;certified;Marketing & Communications Services;Business Products & Services;United States;Oregon;Portland;Service with Minor Environmental Footprint;01-Sep;www.brinkcomm.com;2016;101.7;28.0;24.5;7.3;13.3;28.6;2.0
001C000001eXmdgIAC;Freestar Drinks Ltd;16/06/20;16/06/20;certified;Food & Beverage;Consumer Products & Services;United Kingdom;London;London;Wholesale/Retail;0;freestar.co;2019;88.4;22.7;3.2;45.6;16.7;;1.0
001C000001iDXOaIAO;Aqua Clara Kenya;01/10/18;01/10/18;certified;Industrial Manufacturing;Business Products & Services;Kenya;Nyamira District;Keroka;Wholesale/Retail;Oct-49;aquaclarakenya.com;2018;118.2;33.5;30.2;27.5;9.1;17.7;1.0
001C000001eYQAfIAO;Cacao America LLC;09/09/19;09/09/19;certified;Food & Beverage;Consumer Products & Services;United States;California;San Francisco;Wholesale/Retail;0;www.finechocolateclub.com;2017;99.6;73.9;;16.1;9.5;;1.0
0013b00001rFNL8AAO;OpenSC;25/06/21;25/06/21;certified;IT Software & Services/Web Design;Business Products & Services;Australia;New South Wales;Sydney;Service with Minor Environmental Footprint;Oct-49;opensc.org;2020;88.1;26.8;9.8;13.7;12.2;25.4;1.0
001C000001eYTWGIA4;Sunshine Coast Health Centre (2005) Ltd.;13/08/18;13/08/18;certified;Healthcare Providers;Health & Human Services;Canada;British Columbia;Powell River;Service with Significant Environmental Footprint;Oct-49;www.sunshinecoasthealthcentre.ca;2017;117.2;27.4;28.7;17.6;13.5;29.8;1.0
0013b00001rFzduAAC;Progressio SGR;22/12/21;22/12/21;certified;Equity Investor - Developed Markets;Financial Services;Italy;Milano;Milano;Service with Minor Environmental Footprint;Oct-49;www.progressiosgr.it;2020;88.3;17.4;21.9;6.0;11.3;31.6;1.0
0013b00001rGDURAA4;SKINJAY;23/11/21;23/11/21;certified;Home & Personal Care;Consumer Products & Services;France;AURA;Lyon;Wholesale/Retail;01-Sep;www.skinjay.com;2020;83.9;15.5;4.4;22.4;16.4;25.1;1.0
0013b00001rIkbXAAS;Red Bank Coffee Roasters;11/01/22;11/01/22;certified;Food & Beverage;Consumer Products & Services;United Kingdom;Cumbria;Kendal;Manufacturing;01-Sep;redbankcoffee.com;2021;83.2;27.7;2.1;24.3;5.4;23.4;1.0
0013b00001srTGlAAM;Kingdom & Sparrow;06/01/22;06/01/22;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;Cornwall;Falmouth;Service with Minor Environmental Footprint;Oct-49;kingdomandsparrow.co.uk;2020;81.1;17.9;2.8;12.5;16.3;31.4;1.0
001C000001h0KmzIAE;Kids in the Game;30/01/20;30/01/20;certified;Home & Personal Care;Consumer Products & Services;United States;New York;New York;Service with Minor Environmental Footprint;50-249;kidsinthegame.com;2019;100.6;13.3;44.8;2.4;16.9;23.0;1.0
001C000001h3cJhIAI;Co North, Inc.;23/05/18;23/05/18;certified;Food & Beverage;Consumer Products & Services;United States;Florida;Jacksonville;Wholesale/Retail;01-Sep;conorth.com;2018;80.6;16.6;0.0;26.6;16.2;21.1;1.0
0013b00001vOCPZAA4;Entidad Patrocinante Unión SpA;14/12/21;14/12/21;certified;Research & Design;Business Products & Services;Chile;Santiago;Ñuñoa;Service with Minor Environmental Footprint;01-Sep;www.unionep.cl;2021;109.6;13.7;52.5;6.6;14.2;22.4;1.0
001C000001eZgu5IAC;SAGE Sustainability;02/03/18;25/03/22;certified;Sustainability Consulting;Business Products & Services;India;Karnataka;Bangalore;Service with Minor Environmental Footprint;01-Sep;www.sagesustainability.in;2021;104.6;24.1;31.3;12.0;7.8;29.2;1.0
001C000001eZgu5IAC;SAGE Sustainability;02/03/18;02/03/18;certified;Sustainability Consulting;Business Products & Services;India;Karnataka;Bangalore;Service with Minor Environmental Footprint;01-Sep;www.sagesustainability.in;2017;91.9;27.5;25.8;7.5;9.0;22.1;2.0
001C000001HWeVdIAL;C and L LLC dba Conscious Coffees;11/12/14;24/03/17;certified;Agricultural Services;Agriculture;United States;Colorado;Boulder;Agriculture/Growers;01-Sep;consciouscoffees.com;2017;108.5;50.8;0.0;24.2;11.9;21.6;1.0
001C000001HWeVdIAL;C and L LLC dba Conscious Coffees;11/12/14;20/12/16;certified;Agricultural Services;Agriculture;United States;Colorado;Boulder;Agriculture/Growers;01-Sep;consciouscoffees.com;2016;105.6;50.8;0.0;24.2;6.9;23.7;2.0
001C000001HWeVdIAL;C and L LLC dba Conscious Coffees;11/12/14;10/12/14;certified;Agricultural Services;Agriculture;United States;Colorado;Boulder;Agriculture/Growers;01-Sep;consciouscoffees.com;2014;102.8;51.1;0.0;20.5;6.4;24.7;3.0
001C000001I1OYUIA3;The TAN2000 International Regulatory Corporation;08/04/16;16/05/18;certified;Other;Financial Services;United States;Connecticut;Rocky Hill;Service with Minor Environmental Footprint;0;www.tan2000international.com;2018;82.0;54.9;0.0;4.4;22.6;;1.0
001C000001I1OYUIA3;The TAN2000 International Regulatory Corporation;08/04/16;08/04/16;certified;Other;Financial Services;United States;Connecticut;Rocky Hill;Service with Minor Environmental Footprint;0;www.tan2000international.com;2016;100.3;61.8;10.9;7.1;20.4;0.0;2.0
0013b00001t966sAAA;Tinkle Communications;06/01/22;06/01/22;certified;IT Software & Services/Web Design;Business Products & Services;Spain;Madrid;Madrid;Service with Minor Environmental Footprint;50-249;www.tinkle.es;2020;91.1;21.7;9.5;13.3;19.3;27.1;1.0
001C000001iCabaIAC;Intrigue;14/05/21;14/05/21;certified;Marketing & Communications Services;Business Products & Services;Canada;Ontario;Guelph;Service with Minor Environmental Footprint;Oct-49;intrigueme.ca;2020;81.5;13.7;8.5;7.9;13.9;37.3;1.0
0013b00001tB2NJAA0;Synergy Products;15/12/21;15/12/21;certified;Home & Personal Care;Consumer Products & Services;United States;Illinois;Chicago;Wholesale/Retail;0;www.boonboo.com;2020;82.2;42.7;4.6;14.3;20.5;;1.0
001C000001cBAIuIAO;GreenSavers;21/12/17;21/12/17;certified;Energy Efficiency & Consulting;Energy & Environmental Services;United States;Oregon;Bend;Service with Minor Environmental Footprint;Oct-49;greensavers.com;2017;80.3;24.0;0.0;21.5;12.1;22.7;1.0
001C000001ffoxhIAA;Planning Communities;09/11/21;09/11/21;certified;Sustainability Consulting;Business Products & Services;United States;North Carolina;Raleigh;Service with Minor Environmental Footprint;01-Sep;planningcommunities.com;2019;108.0;23.6;32.6;8.5;14.7;28.4;1.0
001C000001fgEmJIAU;miEnergy;15/03/18;15/03/18;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;Canada;Saskatchewan;Saskatoon;Service with Significant Environmental Footprint;01-Sep;www.mienergy.ca;2018;85.0;17.1;0.0;40.2;7.6;20.1;1.0
0013b00001tCNCfAAO;Mastered Marketing;09/11/21;09/11/21;certified;Marketing & Communications Services;Business Products & Services;Australia;Queensland;Brisbane;Service with Minor Environmental Footprint;01-Sep;www.masteredmarketing.com;2020;90.7;36.3;4.6;12.2;17.7;19.6;1.0
001C000001iEfwIIAS;Naïf Natural Skincare;29/09/20;29/09/20;certified;Home & Personal Care;Consumer Products & Services;Netherlands The;Zuid-Holland;The Hague;Wholesale/Retail;01-Sep;www.naifcare.com;2020;89.4;19.2;3.9;30.9;16.0;19.1;1.0
0013b00001txBKcAAM;Prospela;07/01/22;07/01/22;certified;Education & Training Services;Education & Training Services;United Kingdom;Surrey;Farnham / London;Service with Minor Environmental Footprint;01-Sep;www.prospela.com;2020;87.7;25.1;25.7;3.5;16.4;16.7;1.0
0013b00001txCJ8AAM;Forte Organics Ltd;07/01/22;07/01/22;certified;Home & Personal Care;Consumer Products & Services;United Kingdom;London;London;Wholesale/Retail;01-Sep;ireneforteskincare.com;2020;99.5;22.4;3.7;35.2;16.6;21.3;1.0
001C000001itgHYIAY;Noodle;06/01/21;06/01/21;certified;Education & Training Services;Education & Training Services;United States;New York;New York;Service with Minor Environmental Footprint;50-249;noodlepartners.com;2020;85.8;14.5;26.7;5.8;7.3;31.3;1.0
001C000001fgSeeIAE;McLaren & Associates, CPAs, PC;15/07/19;15/07/19;certified;Accounting Services;Business Products & Services;United States;Massachusetts;Shrewsbury;Service with Minor Environmental Footprint;Oct-49;www.dmclarencpa.com/index.html;2018;93.4;46.6;0.0;5.6;10.6;30.4;1.0
001C000001fgcKXIAY;IRCA SRL;07/02/19;07/02/19;certified;Recycling Services & Waste Management;Energy & Environmental Services;Argentina;Córdoba Province;Córdoba;Manufacturing;Oct-49;www.ircasa.com.ar;2018;84.0;16.7;;40.5;6.5;20.2;1.0
0013b00001u93ICAAY;ManejeBem;01/02/22;01/02/22;certified;IT Software & Services/Web Design;Business Products & Services;Brazil;Santa Catarina;Florianópolis;Service with Minor Environmental Footprint;01-Sep;www.manejebem.com;2021;131.4;23.1;56.5;7.2;19.5;24.9;1.0
001C000001ivm5GIAQ;Falling Colors;28/04/20;28/04/20;certified;IT Software & Services/Web Design;Business Products & Services;United States;New Mexico;Santa Fe;Service with Minor Environmental Footprint;Oct-49;fallingcolors.com;2019;131.4;30.9;49.3;6.0;9.6;35.4;1.0
001C000001fh25YIAQ;Cogo;15/01/19;15/01/19;certified;IT Software & Services/Web Design;Business Products & Services;New Zealand;Wellington Region;Wellington;Service with Minor Environmental Footprint;Oct-49;nz.cogo.co;2018;81.1;30.6;12.8;3.5;12.9;21.1;1.0
0013b00001uNCMoAAO;Clear;26/11/21;26/11/21;certified;Sustainability Consulting;Business Products & Services;United Kingdom;City of London;London;Service with Minor Environmental Footprint;0;clear.eco;2021;97.7;17.7;2.7;60.4;16.7;;1.0
001C000001jfBHQIA2;Dark Woods Coffee ltd;22/06/20;22/06/20;certified;Food & Beverage;Consumer Products & Services;United Kingdom;West Yorkshire;Marsden;Manufacturing;01-Sep;https://darkwoodscoffee.co.uk/;2019;99.6;47.8;3.2;26.0;5.6;16.8;1.0
0013b00001vKcSsAAK;Humanare;22/12/21;22/12/21;certified;Education & Training Services;Education & Training Services;Brazil;São Paulo;São Paulo;Service with Minor Environmental Footprint;01-Sep;www.human-are.com;2021;97.2;32.8;22.3;10.9;15.6;15.5;1.0
0013b00001vKzIsAAK;Kid-A;05/01/22;05/01/22;certified;Telecommunications;Business Products & Services;United Kingdom;Hampshire;Winchester;Service with Minor Environmental Footprint;Oct-49;www.kid-a.co.uk;2021;81.8;21.2;3.0;8.6;16.6;32.3;1.0
001C000001gYARiIAO;Lake Champlain Chocolates;11/05/18;11/05/18;certified;Food & Beverage;Consumer Products & Services;United States;Vermont;Burlington;Manufacturing;50-249;www.lakechamplainchocolates.com;2018;81.5;38.6;0.0;16.9;7.3;18.5;1.0
0013b00001vMoz8AAC;Wild Visual Communications Limited;24/11/21;24/11/21;certified;Research & Design;Business Products & Services;United Kingdom;Surrey;Hindhead;Service with Minor Environmental Footprint;01-Sep;www.wild-vc.co.uk;2021;100.1;41.9;3.5;10.9;15.1;28.4;1.0
001C000001KlxFUIAZ;Foundry Group;05/05/16;21/06/18;certified;Equity Investor - Developed Markets;Financial Services;United States;Colorado;Louisville;Service with Minor Environmental Footprint;Oct-49;www.foundrygroup.com;2018;81.0;17.3;12.0;11.1;13.8;26.6;1.0
001C000001KlxFUIAZ;Foundry Group;05/05/16;05/05/16;certified;Equity Investor - Developed Markets;Financial Services;United States;Colorado;Louisville;Service with Minor Environmental Footprint;Oct-49;www.foundrygroup.com;2015;81.5;15.1;9.8;9.2;13.8;33.5;2.0
0013b00001vOA2kAAG;Emeyu Tea;06/01/22;06/01/22;certified;Food & Beverage;Consumer Products & Services;Denmark;North Denmark Region;Charlottenlund;Wholesale/Retail;0;www.emeyu.com;2021;82.7;29.0;2.7;34.5;16.3;;1.0
001C000001Knc66IAB;Persephone Brewing Company;18/04/15;10/05/17;certified;Food & Beverage;Consumer Products & Services;Canada;British Columbia;Gibsons;Manufacturing;Oct-49;persephonebrewing.com;2017;122.1;45.5;0.0;45.1;12.3;19.2;1.0
001C000001Knc66IAB;Persephone Brewing Company;18/04/15;18/04/15;certified;Food & Beverage;Consumer Products & Services;Canada;British Columbia;Gibsons;Manufacturing;Oct-49;persephonebrewing.com;2015;114.0;47.9;0.0;38.7;7.4;20.0;2.0
0013b00001qFePPAA0;Sero Technologies Ltd;05/01/21;05/01/21;certified;Renewable Energy Generation & Installation;Energy & Environmental Services;United Kingdom;Wales;Cardiff;Service with Minor Environmental Footprint;01-Sep;www.sero.group;2020;93.5;23.2;4.5;19.6;17.2;28.9;1.0
001C000001gc5gvIAA;Allos Hof-Manufaktur;10/12/18;10/12/18;certified;Food & Beverage;Consumer Products & Services;Germany;Bremen;Bremen;Manufacturing;50-249;www.allos-hofmanufaktur.de;2018;93.4;18.9;;40.0;10.5;23.9;1.0
001C000001LNp3XIAT;Green Commuter;24/02/17;24/02/17;certified;Transportation & Logistics;Transportation & Logistics;United States;California;Los Angeles;Service with Minor Environmental Footprint;01-Sep;greencommuter.org;2016;106.4;29.0;0.0;38.9;18.8;19.7;1.0
001C000001gcyHEIAY;Sentido Verde;24/07/18;22/03/22;certified;Home & Personal Care;Consumer Products & Services;Colombia;Caldas Department;Manizales;Service with Minor Environmental Footprint;0;www.sentidoverde.com;2021;86.8;31.5;14.3;22.3;18.6;;1.0
001C000001gcyHEIAY;Sentido Verde;24/07/18;24/07/18;certified;Home & Personal Care;Consumer Products & Services;Colombia;Caldas Department;Manizales;Service with Minor Environmental Footprint;01-Sep;www.sentidoverde.com;2018;90.0;23.5;16.2;8.6;17.4;24.2;2.0
001C000001LPOR2IAP;The Image Shoppe;15/03/16;07/09/18;certified;Marketing & Communications Services;Business Products & Services;United States;Michigan;Grand Rapids;Service with Minor Environmental Footprint;01-Sep;www.theimageshoppe.com;2018;82.5;32.8;4.0;10.3;11.7;23.5;1.0
001C000001LPOR2IAP;The Image Shoppe;15/03/16;15/03/16;certified;Marketing & Communications Services;Business Products & Services;United States;Michigan;Grand Rapids;Service with Minor Environmental Footprint;Oct-49;www.theimageshoppe.com;2016;86.0;36.4;2.7;14.2;7.4;25.3;2.0
001C000001gdCsxIAE;Endzone.io Ltd t/a HappyPorch;14/06/21;14/06/21;certified;IT Software & Services/Web Design;Business Products & Services;United Kingdom;Scotland;Glasgow;Service with Minor Environmental Footprint;Oct-49;www.happyporch.com;2019;84.3;19.1;5.2;11.4;17.3;31.0;1.0
001C000001gecTqIAI;Karisimbi Business Partners;18/06/18;18/06/18;certified;Management and Financial Consulting;Business Products & Services;Rwanda;Kigali district;Kigali;Service with Minor Environmental Footprint;Oct-49;karisimbipartners.com;2018;85.3;14.9;26.9;2.3;13.3;27.7;1.0
001C000001MWyxwIAD;Boomerang Information Services, Inc.;26/10/16;08/07/20;certified;Research & Design;Business Products & Services;United States;Illinois;Chicago;Service with Minor Environmental Footprint;Oct-49;www.boomerangis.com;2019;80.8;15.9;3.1;9.6;16.9;35.0;1.0
001C000001MWyxwIAD;Boomerang Information Services, Inc.;26/10/16;26/10/16;certified;Research & Design;Business Products & Services;United States;Illinois;Chicago;Service with Minor Environmental Footprint;01-Sep;www.boomerangis.com;2016;81.4;28.0;0.0;9.7;11.6;32.1;2.0
001C000001N4sODIAZ;Organic India USA;25/08/15;22/02/22;certified;Food & Beverage;Consumer Products & Services;United States;Colorado;Boulder;Wholesale/Retail;Oct-49;organicindiausa.com;2020;125.8;47.6;4.3;34.5;15.5;23.7;1.0
001C000001N4sODIAZ;Organic India USA;25/08/15;17/10/17;certified;Food & Beverage;Consumer Products & Services;United States;Colorado;Boulder;Wholesale/Retail;Oct-49;organicindiausa.com;2017;120.3;46.0;0.0;32.5;15.4;26.4;2.0
001C000001N4sODIAZ;Organic India USA;25/08/15;25/08/15;certified;Food & Beverage;Consumer Products & Services;United States;Colorado;Boulder;Wholesale/Retail;Oct-49;organicindiausa.com;2015;103.4;40.6;0.0;33.5;7.6;21.7;3.0
0013b00001p2kOqAAI;ilka;16/02/21;16/02/21;certified;Marketing & Communications Services;Business Products & Services;United Kingdom;Scotland;Glasgow;Service with Minor Environmental Footprint;0;www.ilka.studio;2019;99.1;71.6;1.0;8.6;17.8;;1.0
0013b00001uMPfkAAG;Oakham Wealth Management Ltd;14/01/22;14/01/22;certified;Investment Advisor;Financial Services;United Kingdom;London;London;Service with Minor Environmental Footprint;01-Sep;oakhamwealth.com;2020;100.6;22.5;22.1;5.8;19.7;30.3;1.0
001C000001nGk7xIAC;HelpSeeker;12/06/19;12/06/19;certified;Other;Health & Human Services;Canada;Alberta;Calgary;Service with Minor Environmental Footprint;01-Sep;www.helpseeker.co;2019;104.2;26.2;36.2;1.6;11.0;29.0;1.0
001C000001ag1WtIAI;Grupo Advance;15/12/17;09/12/21;certified;Building Materials;Building;Argentina;Buenos Aires Province;San Martín;Manufacturing;50-249;grupoadvance.com.ar;2020;147.3;26.3;1.4;43.6;16.9;58.9;1.0
001C000001ag1WtIAI;Grupo Advance;15/12/17;15/12/17;certified;Building Materials;Building;Argentina;Buenos Aires Province;San Martín;Manufacturing;50-249;grupoadvance.com.ar;2017;95.6;37.7;0.0;26.3;14.0;17.6;2.0
001C000001ghnTNIAY;Moonshot Academy;28/09/18;28/09/18;certified;Education & Training Services;Education & Training Services;China;Beijing;Bejing;Service with Minor Environmental Footprint;Oct-49;moonshotacademy.cn;2018;87.0;22.8;13.3;2.6;10.2;37.9;1.0
001C000001nivRMIAY;Soulful Food Ltd;04/02/20;04/02/20;certified;Food & Beverage;Consumer Products & Services;United Kingdom;London;London;Manufacturing;50-249;www.soulfulfood.com;2019;80.5;19.3;3.8;16.1;15.0;26.2;1.0
001C000001giWeqIAE;the bread and butter;12/09/18;12/09/18;certified;Marketing & Communications Services;Business Products & Services;South Korea;Seoul;SEOUL;Service with Minor Environmental Footprint;01-Sep;the-bread-and-butter.com;2018;91.2;38.6;0.7;7.0;9.5;35.2;1.0
001C000001iEVaTIAW;Coconut Bowls;20/10/21;20/10/21;certified;Housewares, Home Furnishings, & Accessories;Consumer Products & Services;Australia;New South Wales;Byron Bay;Wholesale/Retail;01-Sep;www.coconutbowls.com;2021;135.6;45.5;4.7;47.8;15.2;22.3;1.0
001C000001gid7IIAQ;Neurônio Ativação de Negócios e Causas;19/12/18;19/12/18;certified;Nonprofit Consulting & Fundraising;Business Products & Services;Brazil;São Paulo;São Paulo;Service with Minor Environmental Footprint;01-Sep;www.neuronio.com.br;2018;81.1;17.7;29.9;3.8;10.1;19.4;1.0
